,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,neighbourhood_group_le,room_type_le
15799,48154615,Queens,Astoria,40.75735,-73.92134,Entire home/apt,3,21,0.58,345,3,0
2748,7727015,Manhattan,Lower East Side,40.7204,-73.99042,Entire home/apt,5,9,0.16,0,2,0
42374,169587048,Brooklyn,Cypress Hills,40.68258,-73.87731,Private room,7,1,0.52,365,1,1
43789,255811821,Queens,Jamaica,40.68787,-73.77727,Private room,2,2,1.5,180,3,1
41955,218407281,Manhattan,East Harlem,40.80551,-73.93654,Private room,2,3,1.17,332,2,1
34558,205772141,Manhattan,East Village,40.72935,-73.99054,Entire home/apt,2,10,0.97,188,2,0
23646,96363026,Brooklyn,Carroll Gardens,40.68293,-73.99747,Entire home/apt,5,11,0.47,64,1,0
29949,80651652,Queens,Sunnyside,40.7437,-73.91983,Entire home/apt,3,0,,0,3,0
24217,14120985,Brooklyn,Bedford-Stuyvesant,40.69129,-73.94659,Private room,2,27,1.12,40,1,1
29093,29003805,Manhattan,Harlem,40.82592,-73.94629,Private room,2,1,0.05,0,2,1
48268,270629822,Manhattan,East Harlem,40.78586,-73.94475,Entire home/apt,3,3,3.0,349,2,0
7704,30232055,Bronx,Longwood,40.82209,-73.90086,Private room,1,2,0.32,255,0,1
28349,17879753,Brooklyn,Williamsburg,40.70843,-73.94479,Entire home/apt,3,2,0.14,0,1,0
48830,151831356,Manhattan,Midtown,40.74607,-73.98599,Entire home/apt,1,0,,14,2,0
31140,6489789,Brooklyn,Gowanus,40.68159,-73.98075,Entire home/apt,2,3,0.35,22,1,0
13020,7410082,Brooklyn,Greenpoint,40.72515,-73.9397,Private room,8,1,0.02,0,1,1
36050,17486626,Brooklyn,Williamsburg,40.71953,-73.96401,Private room,2,14,1.52,3,1,1
9690,39039509,Brooklyn,East Flatbush,40.64563,-73.9419,Entire home/apt,2,36,0.77,248,1,0
25036,2612106,Brooklyn,Williamsburg,40.71862,-73.94579,Private room,5,0,,0,1,1
41716,10434070,Manhattan,Morningside Heights,40.80419,-73.96603,Entire home/apt,5,4,0.85,4,2,0
32600,14073337,Manhattan,Upper East Side,40.77773,-73.95383,Entire home/apt,4,9,0.71,4,2,0
40123,22560728,Manhattan,Hell's Kitchen,40.76156,-73.99342,Entire home/apt,45,1,0.48,56,2,0
21618,10475653,Brooklyn,Kensington,40.64769,-73.97435,Private room,1,122,4.21,222,1,1
13863,587918,Manhattan,East Village,40.72315,-73.98251,Entire home/apt,2,48,1.21,135,2,0
26386,7608106,Manhattan,Gramercy,40.73247,-73.98297,Entire home/apt,2,47,2.26,6,2,0
1507,3375455,Staten Island,Mariners Harbor,40.62879,-74.16062,Private room,2,48,0.59,232,4,1
46538,195650078,Manhattan,Hell's Kitchen,40.75949,-73.98825,Entire home/apt,3,2,2.0,219,2,0
29592,167270001,Manhattan,Hell's Kitchen,40.7559,-73.99324,Private room,1,91,5.11,304,2,1
34520,206313609,Brooklyn,Bensonhurst,40.60557,-73.99799,Entire home/apt,2,27,2.57,128,1,0
29466,166415629,Brooklyn,Bushwick,40.69859,-73.93534,Private room,1,0,,0,1,1
34661,207216690,Brooklyn,Bushwick,40.70098,-73.92135,Private room,1,37,3.34,294,1,1
32804,194130534,Queens,Astoria,40.77204,-73.9223,Private room,1,23,1.78,3,3,1
40519,70184008,Manhattan,Harlem,40.82964,-73.94271,Entire home/apt,2,2,0.37,189,2,0
7595,16437254,Brooklyn,Boerum Hill,40.68897,-73.98634,Entire home/apt,30,3,0.06,339,1,0
675,417504,Brooklyn,Greenpoint,40.73708,-73.95271,Entire home/apt,3,23,0.26,60,1,0
5181,18836774,Manhattan,Upper East Side,40.77693,-73.95632,Private room,3,56,0.94,138,2,1
9444,37934478,Manhattan,East Village,40.72877,-73.98175,Private room,1,9,0.23,0,2,1
41265,235530740,Brooklyn,Bedford-Stuyvesant,40.68429,-73.93623,Entire home/apt,5,7,1.84,215,1,0
35787,214464499,Manhattan,Financial District,40.70498,-74.00992,Entire home/apt,1,8,0.81,0,2,0
22877,75360607,Queens,Sunnyside,40.74215,-73.92633,Entire home/apt,5,91,3.48,57,3,0
37608,62014501,Queens,Long Island City,40.74781,-73.93891,Entire home/apt,20,9,1.27,21,3,0
25810,2203563,Brooklyn,Williamsburg,40.71194,-73.94892,Private room,2,0,,0,1,1
32779,190921808,Manhattan,Hell's Kitchen,40.75396,-73.99684,Private room,7,5,0.49,326,2,1
31807,15787004,Brooklyn,Bushwick,40.69501,-73.92296,Private room,3,2,0.14,0,1,1
48426,24856484,Manhattan,Murray Hill,40.74506,-73.97362,Entire home/apt,2,0,,66,2,0
20770,19659393,Manhattan,Morningside Heights,40.80826,-73.96499,Entire home/apt,2,1,0.03,0,2,0
34034,202849060,Brooklyn,Williamsburg,40.71258,-73.95764,Private room,21,6,0.51,38,1,1
3160,9522524,Brooklyn,Canarsie,40.64448,-73.89222,Private room,5,72,1.11,349,1,1
12714,40169737,Manhattan,Hell's Kitchen,40.76553,-73.98709,Entire home/apt,1,268,6.12,261,2,0
36172,216917414,Manhattan,Washington Heights,40.85104,-73.93979,Private room,2,12,1.34,0,2,1
2258,5585945,Brooklyn,Red Hook,40.67685,-74.00581,Entire home/apt,3,162,2.15,300,1,0
9783,15772306,Brooklyn,Clinton Hill,40.69188,-73.9607,Private room,5,0,,0,1,1
4758,5783747,Brooklyn,Fort Greene,40.68981,-73.97768,Entire home/apt,3,29,0.49,6,1,0
44290,34269923,Brooklyn,Bushwick,40.69718,-73.91165,Private room,1,7,4.77,0,1,1
41060,137725101,Brooklyn,Crown Heights,40.66997,-73.93221,Entire home/apt,2,0,,12,1,0
19064,6103075,Brooklyn,Williamsburg,40.71435,-73.96336,Private room,14,1,0.05,341,1,1
7446,3424719,Brooklyn,Columbia St,40.68255,-74.00224,Private room,4,8,0.16,0,1,1
23639,133602911,Bronx,Highbridge,40.82964,-73.92882,Private room,3,17,0.67,66,0,1
5527,20809866,Brooklyn,Park Slope,40.66972,-73.97954,Entire home/apt,4,111,1.9,9,1,0
3762,11552512,Queens,Sunnyside,40.74622,-73.92296,Entire home/apt,2,5,0.19,81,3,0
6070,14546480,Brooklyn,Bushwick,40.7026,-73.92787,Entire home/apt,3,4,0.08,0,1,0
15759,18351258,Manhattan,East Village,40.72872,-73.98098,Entire home/apt,2,29,0.76,0,2,0
39001,162166015,Queens,Ridgewood,40.6963,-73.89965,Private room,1,3,0.45,189,3,1
24346,137829485,Manhattan,Harlem,40.81232,-73.94112,Private room,7,1,0.06,17,2,1
10893,15928518,Brooklyn,Williamsburg,40.7127,-73.94048,Entire home/apt,3,10,0.22,0,1,0
25433,131697576,Bronx,East Morrisania,40.83296,-73.88668,Private room,2,55,2.56,127,0,1
43927,117476022,Brooklyn,Williamsburg,40.71213,-73.951,Private room,5,0,,60,1,1
2998,9117590,Manhattan,East Harlem,40.80012,-73.94087,Private room,2,235,3.37,23,2,1
23730,134104016,Queens,Woodside,40.74505,-73.89995,Private room,2,11,0.45,10,3,1
18313,16098958,Manhattan,Gramercy,40.73486,-73.98611,Entire home/apt,30,2,0.06,345,2,0
48557,28966357,Manhattan,Upper West Side,40.79485,-73.96243,Private room,28,0,,337,2,1
47035,60117043,Manhattan,Upper East Side,40.76209,-73.96181,Entire home/apt,5,0,,58,2,0
32987,144345250,Brooklyn,Williamsburg,40.71552,-73.94263,Private room,2,0,,0,1,1
14260,36369973,Manhattan,East Village,40.7264,-73.97889,Entire home/apt,2,67,1.64,39,2,0
14337,58098561,Brooklyn,Park Slope,40.67923,-73.97659,Entire home/apt,2,8,0.2,0,1,0
19745,100970583,Queens,Woodhaven,40.68819,-73.86079,Private room,4,22,0.68,266,3,1
28357,983223,Manhattan,Midtown,40.76581,-73.98235,Private room,2,1,0.05,0,2,1
5729,21652004,Queens,Astoria,40.75637,-73.92132,Entire home/apt,2,1,0.04,0,3,0
33062,196017028,Manhattan,Greenwich Village,40.72848,-74.0012,Entire home/apt,4,18,1.42,5,2,0
9330,37331914,Brooklyn,Bushwick,40.69683,-73.92372,Private room,2,0,,0,1,1
1600,417504,Brooklyn,Greenpoint,40.73844,-73.95456,Entire home/apt,3,116,1.56,36,1,0
36166,84720132,Manhattan,Hell's Kitchen,40.76591,-73.99493,Entire home/apt,4,4,0.44,5,2,0
22730,127412674,Brooklyn,Bedford-Stuyvesant,40.69944,-73.94527,Private room,2,71,2.69,309,1,1
41549,242344309,Brooklyn,Williamsburg,40.70847,-73.9491,Private room,1,31,6.46,116,1,1
17120,78150907,Brooklyn,Midwood,40.62189,-73.96171,Private room,2,157,4.27,67,1,1
30764,178654047,Brooklyn,Williamsburg,40.71297,-73.94242,Entire home/apt,1,0,,53,1,0
18458,89766221,Queens,Flushing,40.7568,-73.83055,Private room,2,25,0.71,0,3,1
45389,30509656,Bronx,Port Morris,40.80852,-73.9306,Shared room,1,5,2.94,60,0,2
31260,36632628,Brooklyn,Bedford-Stuyvesant,40.68102,-73.93686,Private room,4,6,0.41,0,1,1
31872,104812805,Staten Island,Arrochar,40.59679,-74.08444,Private room,4,17,1.2,316,4,1
21197,2369654,Brooklyn,Williamsburg,40.71778,-73.95503,Entire home/apt,4,7,0.24,0,1,0
39514,222779801,Manhattan,East Village,40.72963,-73.98662,Private room,1,17,2.49,120,2,1
37245,25073781,Manhattan,Harlem,40.8084,-73.94439,Private room,2,18,2.34,188,2,1
28552,161617875,Manhattan,Washington Heights,40.85244,-73.9405,Entire home/apt,2,30,1.61,109,2,0
32275,190784850,Brooklyn,Downtown Brooklyn,40.69264,-73.98542,Entire home/apt,1,11,0.8,8,1,0
29752,30786898,Brooklyn,Williamsburg,40.7195,-73.96084,Private room,3,1,0.06,0,1,1
27712,156436372,Brooklyn,Williamsburg,40.71501,-73.95125,Entire home/apt,30,6,0.44,333,1,0
7967,30787515,Manhattan,Midtown,40.76365,-73.98057,Entire home/apt,2,8,0.16,176,2,0
20917,108786369,Brooklyn,Bedford-Stuyvesant,40.6933,-73.9541,Entire home/apt,3,8,0.27,0,1,0
45125,260668537,Manhattan,Harlem,40.81507,-73.94419,Private room,3,0,,362,2,1
36131,213208277,Brooklyn,Borough Park,40.64214,-73.99237,Shared room,5,7,0.78,365,1,2
46966,31859704,Queens,Little Neck,40.77444,-73.73373,Entire home/apt,3,0,,3,3,0
17452,23863809,Manhattan,Chelsea,40.73938,-73.99855,Private room,3,0,,0,2,1
7512,29106164,Manhattan,East Village,40.72805,-73.98415,Private room,3,32,1.39,72,2,1
15259,12798614,Brooklyn,Bedford-Stuyvesant,40.6886,-73.94153,Private room,2,0,,319,1,1
45558,48194192,Brooklyn,Clinton Hill,40.69526,-73.96321,Entire home/apt,4,1,1.0,22,1,0
9797,31086628,Brooklyn,Gowanus,40.67758,-73.98519,Private room,2,96,2.07,41,1,1
38198,226410657,Brooklyn,Bedford-Stuyvesant,40.68765,-73.93208,Private room,30,1,1.0,339,1,1
5148,188896,Brooklyn,Clinton Hill,40.69034,-73.96675,Entire home/apt,1,121,2.03,171,1,0
26803,31120110,Manhattan,Washington Heights,40.84195,-73.9359,Entire home/apt,5,3,0.15,0,2,0
11274,45854238,Manhattan,West Village,40.73631,-74.00611,Entire home/apt,3,51,1.12,0,2,0
47809,202757964,Brooklyn,Williamsburg,40.71936,-73.96436,Entire home/apt,30,0,,239,1,0
10925,5354888,Brooklyn,Prospect-Lefferts Gardens,40.65661,-73.96144,Private room,1,169,4.11,233,1,1
36312,23354644,Manhattan,East Village,40.72957,-73.98723,Private room,2,21,2.27,41,2,1
41548,73234851,Brooklyn,Bedford-Stuyvesant,40.68129,-73.94251,Entire home/apt,3,10,2.78,5,1,0
25598,8115522,Brooklyn,Williamsburg,40.70829,-73.94369,Private room,3,4,0.18,0,1,1
4964,3902832,Brooklyn,Greenpoint,40.7322,-73.95882,Private room,3,0,,0,1,1
17532,15197019,Manhattan,Inwood,40.86082,-73.92585,Entire home/apt,2,2,0.06,0,2,0
42429,17577495,Manhattan,Hell's Kitchen,40.76135,-73.98698,Private room,3,3,1.67,45,2,1
13410,280883,Manhattan,Harlem,40.82353,-73.93824,Private room,1,0,,0,2,1
23712,115256,Manhattan,Upper East Side,40.7699,-73.95692,Entire home/apt,3,44,1.8,0,2,0
47393,75285802,Manhattan,East Harlem,40.78861,-73.94523,Entire home/apt,4,0,,35,2,0
38577,225616673,Manhattan,Nolita,40.72113,-73.99595,Entire home/apt,1,16,2.81,328,2,0
38487,52424735,Manhattan,West Village,40.73807,-74.00468,Private room,4,10,1.43,26,2,1
45050,63554174,Brooklyn,Bedford-Stuyvesant,40.69091,-73.94514,Entire home/apt,30,4,2.35,133,1,0
27035,154984900,Queens,Woodside,40.74599,-73.89507,Private room,1,133,8.87,7,3,1
25000,23587319,Brooklyn,Bedford-Stuyvesant,40.68336,-73.93578,Entire home/apt,2,3,0.14,0,1,0
36969,62330502,Bronx,Woodlawn,40.89753,-73.87359,Private room,1,6,0.71,0,0,1
41299,175103962,Brooklyn,Bedford-Stuyvesant,40.68061,-73.907,Private room,1,12,2.38,155,1,1
45239,24482415,Brooklyn,Bay Ridge,40.63275,-74.02946,Private room,7,2,1.4,1,1,1
36851,73453515,Bronx,Hunts Point,40.81819,-73.88653,Entire home/apt,2,5,0.57,0,0,0
30226,173823383,Staten Island,Shore Acres,40.60809,-74.0727,Entire home/apt,2,51,3.25,0,4,0
6316,1698391,Manhattan,Hell's Kitchen,40.76142,-73.99177,Entire home/apt,2,7,0.13,277,2,0
24783,140847083,Manhattan,Washington Heights,40.8445,-73.9404,Private room,2,20,0.89,24,2,1
33415,209300,Brooklyn,Fort Greene,40.68731,-73.9751,Private room,1,8,0.66,0,1,1
44303,246194760,Queens,East Elmhurst,40.76021,-73.88301,Private room,1,3,2.14,207,3,1
29146,52711549,Queens,Flushing,40.75837,-73.82268,Private room,1,2,0.11,0,3,1
48592,54634154,Manhattan,Harlem,40.8026,-73.95373,Private room,3,0,,29,2,1
9174,12930988,Manhattan,Upper East Side,40.78402,-73.94974,Entire home/apt,2,94,2.16,281,2,0
21162,49100137,Brooklyn,Bushwick,40.69228,-73.91399,Private room,2,90,3.1,308,1,1
6197,6926899,Brooklyn,Williamsburg,40.7113,-73.94938,Private room,3,4,0.07,0,1,1
1277,2702563,Manhattan,East Village,40.72564,-73.98252,Entire home/apt,2,5,0.09,0,2,0
27641,158219768,Brooklyn,Bedford-Stuyvesant,40.68476,-73.92961,Entire home/apt,2,73,3.72,140,1,0
41656,107180958,Brooklyn,Crown Heights,40.67692,-73.94038,Shared room,20,2,0.75,49,1,2
3640,11157871,Brooklyn,Bedford-Stuyvesant,40.67892,-73.95156,Entire home/apt,2,94,2.55,144,1,0
4860,12220316,Brooklyn,Fort Greene,40.6857,-73.97088,Entire home/apt,3,6,0.1,252,1,0
16864,2559697,Brooklyn,Prospect-Lefferts Gardens,40.66058,-73.96132,Entire home/apt,2,25,0.7,223,1,0
2199,5655889,Manhattan,East Village,40.72351,-73.98283,Entire home/apt,5,47,0.63,341,2,0
4448,15430260,Manhattan,East Village,40.72889,-73.98853,Entire home/apt,1,150,2.52,278,2,0
48550,16883913,Queens,Ridgewood,40.69919,-73.89902,Private room,1,0,,0,3,1
1637,52615,Manhattan,Nolita,40.72064,-73.99605,Entire home/apt,28,19,0.25,267,2,0
5062,740032,Brooklyn,Windsor Terrace,40.65413,-73.97684,Entire home/apt,5,28,0.6,192,1,0
1764,3472148,Queens,Ditmars Steinway,40.77452,-73.90889,Private room,1,0,,0,3,1
6454,17014518,Brooklyn,Greenpoint,40.73039,-73.9541,Entire home/apt,1,0,,0,1,0
26719,9849167,Brooklyn,Crown Heights,40.67234,-73.914,Private room,1,34,1.62,35,1,1
24857,26091462,Brooklyn,Bedford-Stuyvesant,40.69499,-73.94921,Private room,1,1,0.05,0,1,1
40446,110902412,Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.96121,Entire home/apt,3,14,3.21,75,1,0
28581,161742462,Manhattan,Harlem,40.80814,-73.94238,Entire home/apt,6,40,2.35,293,2,0
17182,25596158,Manhattan,Chelsea,40.74366,-74.0005,Private room,1,2,0.06,0,2,1
39054,16098958,Manhattan,Hell's Kitchen,40.76557,-73.98384,Entire home/apt,30,0,,327,2,0
34231,200380610,Manhattan,Midtown,40.75019,-73.97045,Entire home/apt,30,0,,310,2,0
26192,150019486,Queens,Kew Gardens,40.70874,-73.82617,Private room,2,137,6.27,32,3,1
24428,17555570,Brooklyn,Crown Heights,40.66886,-73.92333,Private room,1,69,2.83,65,1,1
25616,133130315,Manhattan,Hell's Kitchen,40.76538,-73.98711,Private room,4,6,0.27,140,2,1
3587,10932521,Manhattan,Lower East Side,40.71978,-73.98643,Entire home/apt,2,12,0.21,0,2,0
41023,238750007,Manhattan,Harlem,40.82292,-73.94802,Entire home/apt,2,0,,0,2,0
37257,99108929,Queens,Sunnyside,40.73753,-73.92233,Shared room,5,2,0.27,23,3,2
48612,27560165,Brooklyn,Crown Heights,40.67764,-73.94991,Private room,1,0,,176,1,1
30453,3206715,Brooklyn,Prospect Heights,40.68013,-73.97451,Private room,3,3,0.2,18,1,1
10587,33747092,Brooklyn,Bedford-Stuyvesant,40.6795,-73.90899,Private room,7,0,,0,1,1
32278,159495469,Bronx,Pelham Gardens,40.86681,-73.84073,Entire home/apt,2,41,3.18,111,0,0
9592,38599690,Manhattan,East Harlem,40.80023,-73.93822,Private room,1,1,0.02,0,2,1
4617,15384170,Brooklyn,Fort Greene,40.68727,-73.972,Entire home/apt,3,12,0.2,0,1,0
41919,168704622,Queens,Rosedale,40.66294,-73.73292,Entire home/apt,2,4,0.97,364,3,0
1020,2050328,Manhattan,East Village,40.73111,-73.98528,Entire home/apt,14,1,0.03,0,2,0
47270,159811367,Brooklyn,Bedford-Stuyvesant,40.69485,-73.94005,Shared room,30,0,,341,1,2
25443,142878742,Manhattan,East Harlem,40.78828,-73.94385,Private room,1,163,7.27,75,2,1
32274,133123832,Manhattan,Upper West Side,40.78818,-73.97057,Entire home/apt,30,0,,315,2,0
46980,26543881,Queens,Rockaway Beach,40.58447,-73.81704,Entire home/apt,3,2,2.0,261,3,0
28865,19119771,Manhattan,Harlem,40.82025,-73.95206,Entire home/apt,3,5,0.26,0,2,0
10660,13076168,Brooklyn,Bedford-Stuyvesant,40.67889,-73.9481,Private room,14,9,0.2,0,1,1
43176,251817531,Brooklyn,Bedford-Stuyvesant,40.68913,-73.95639,Private room,2,6,4.74,316,1,1
17247,79167228,Brooklyn,Williamsburg,40.71666,-73.95447,Entire home/apt,5,11,0.3,0,1,0
2721,7858210,Manhattan,Harlem,40.81384,-73.93973,Private room,2,125,1.77,167,2,1
38624,183967887,Brooklyn,Williamsburg,40.71326,-73.93766,Private room,4,5,0.74,0,1,1
43263,128914189,Brooklyn,Williamsburg,40.71285,-73.96535,Entire home/apt,30,0,,188,1,0
43007,71276635,Manhattan,Washington Heights,40.8357,-73.94234,Entire home/apt,1,1,0.31,335,2,0
2383,6394282,Brooklyn,Greenpoint,40.73135,-73.95489,Private room,7,116,1.57,308,1,1
45820,70773274,Brooklyn,Bedford-Stuyvesant,40.68414,-73.93538,Entire home/apt,6,0,,252,1,0
25683,49989254,Manhattan,Midtown,40.74635,-73.98103,Entire home/apt,1,0,,0,2,0
1025,2087636,Manhattan,Lower East Side,40.71804,-73.98565,Entire home/apt,7,4,0.22,0,2,0
24981,88022215,Manhattan,Murray Hill,40.74564,-73.97593,Entire home/apt,5,0,,0,2,0
17450,2495361,Manhattan,Two Bridges,40.71274,-73.99662,Entire home/apt,3,1,0.03,0,2,0
36962,68128762,Brooklyn,Greenpoint,40.71961,-73.95405,Private room,1,0,,220,1,1
12447,27065592,Brooklyn,Clinton Hill,40.68402,-73.96094,Private room,1,2,0.05,0,1,1
6062,22606202,Manhattan,Harlem,40.80743,-73.95663,Private room,2,6,0.12,363,2,1
1856,872805,Manhattan,Greenwich Village,40.73336,-73.99836,Private room,21,79,1.04,34,2,1
40943,94049573,Manhattan,East Harlem,40.81339,-73.93617,Private room,1,16,4.8,199,2,1
18479,89954209,Brooklyn,Prospect-Lefferts Gardens,40.65826,-73.95036,Entire home/apt,3,82,2.34,284,1,0
19779,100781220,Queens,Astoria,40.75732,-73.92019,Entire home/apt,2,67,2.13,191,3,0
12912,1583768,Manhattan,Harlem,40.79982,-73.95375,Entire home/apt,2,18,0.42,0,2,0
34822,5466113,Manhattan,Washington Heights,40.85268,-73.92716,Entire home/apt,1,42,4.0,2,2,0
28797,159811367,Brooklyn,Bedford-Stuyvesant,40.69676,-73.93959,Shared room,30,4,0.22,327,1,2
25591,56656728,Manhattan,Financial District,40.7105,-74.00641,Private room,1,20,0.88,0,2,1
47889,2795371,Manhattan,East Village,40.72715,-73.98327,Entire home/apt,10,0,,264,2,0
46081,228715959,Manhattan,Hell's Kitchen,40.76284,-73.99003,Entire home/apt,1,2,2.0,55,2,0
19174,24273714,Brooklyn,Williamsburg,40.71381,-73.93903,Private room,1,31,0.93,279,1,1
9099,25237492,Manhattan,Upper East Side,40.76021,-73.96157,Entire home/apt,30,10,0.22,346,2,0
45765,263301212,Brooklyn,Gravesend,40.58518,-73.96846,Private room,2,0,,87,1,1
29750,1678861,Brooklyn,Greenpoint,40.72016,-73.95462,Entire home/apt,2,3,0.22,0,1,0
28654,162005440,Queens,East Elmhurst,40.76311,-73.89098,Private room,2,23,1.23,95,3,1
24173,113805886,Manhattan,Upper East Side,40.77854,-73.94984,Entire home/apt,31,7,0.3,345,2,0
29417,28574655,Brooklyn,Crown Heights,40.67589,-73.94223,Entire home/apt,30,54,2.98,277,1,0
34597,105699183,Manhattan,Harlem,40.82771,-73.9499,Private room,4,2,0.25,0,2,1
44955,260425153,Manhattan,Midtown,40.76459,-73.97416,Private room,1,1,1.0,357,2,1
25677,105074140,Queens,Flushing,40.75472,-73.80417,Private room,1,66,3.5,0,3,1
17345,79752355,Bronx,Fordham,40.85859,-73.89571,Entire home/apt,1,9,0.25,0,0,0
7389,1506972,Brooklyn,Greenpoint,40.73406,-73.95551,Entire home/apt,3,17,0.32,8,1,0
33442,172369331,Brooklyn,Sheepshead Bay,40.5972,-73.95777,Shared room,5,12,1.07,301,1,2
29580,47412299,Brooklyn,Canarsie,40.64178,-73.90179,Entire home/apt,5,23,1.7,293,1,0
34676,158088272,Manhattan,Harlem,40.81589,-73.93686,Entire home/apt,3,1,0.13,0,2,0
875,1613244,Manhattan,Lower East Side,40.72209,-73.99274,Entire home/apt,30,13,0.34,289,2,0
6024,263500,Brooklyn,East Flatbush,40.66428,-73.92911,Entire home/apt,1,102,1.85,243,1,0
7089,2897021,Manhattan,East Village,40.72695,-73.98675,Entire home/apt,10,7,0.13,0,2,0
35833,10164435,Queens,Astoria,40.75726,-73.92812,Private room,1,49,5.38,52,3,1
30111,2589436,Brooklyn,Williamsburg,40.71619,-73.95641,Private room,14,0,,0,1,1
36392,42226482,Bronx,Williamsbridge,40.87704,-73.86276,Entire home/apt,30,0,,0,0,0
5257,810266,Brooklyn,Williamsburg,40.71694,-73.96017,Entire home/apt,21,1,0.02,0,1,0
33831,2052361,Brooklyn,Prospect-Lefferts Gardens,40.65501,-73.95948,Entire home/apt,3,2,0.32,0,1,0
35600,67376966,Queens,Rego Park,40.73095,-73.85706,Entire home/apt,2,2,0.76,5,3,0
3841,11861244,Manhattan,Upper East Side,40.76225,-73.96165,Private room,1,0,,0,2,1
26918,1892493,Brooklyn,Crown Heights,40.66952,-73.92345,Entire home/apt,1,1,0.08,99,1,0
17813,647256,Brooklyn,Park Slope,40.67922,-73.98157,Entire home/apt,1,0,,0,1,0
8046,32155871,Manhattan,Morningside Heights,40.81143,-73.95987,Private room,1,0,,0,2,1
8757,26377263,Brooklyn,East Flatbush,40.66079,-73.9342,Private room,30,2,0.06,249,1,1
6647,2052361,Brooklyn,Prospect-Lefferts Gardens,40.65627,-73.95936,Private room,3,50,0.92,98,1,1
46026,263880607,Manhattan,Hell's Kitchen,40.76487,-73.98912,Private room,1,1,1.0,198,2,1
22510,22541573,Manhattan,East Village,40.73373,-73.98962,Entire home/apt,30,0,,347,2,0
42054,186252061,Brooklyn,Bedford-Stuyvesant,40.67779,-73.92483,Entire home/apt,2,0,,32,1,0
33563,143979755,Bronx,Pelham Gardens,40.86239,-73.84362,Entire home/apt,1,67,6.07,337,0,0
30397,153189324,Brooklyn,Williamsburg,40.71436,-73.93949,Private room,2,16,1.0,20,1,1
21138,39978070,Brooklyn,Bay Ridge,40.63295,-74.03028,Entire home/apt,60,1,0.09,358,1,0
3208,342599,Brooklyn,Bedford-Stuyvesant,40.69309,-73.95921,Private room,3,15,0.22,0,1,1
644,714200,Manhattan,Inwood,40.85888,-73.92886,Private room,4,229,2.45,26,2,1
225,277379,Manhattan,Harlem,40.8251,-73.94287,Private room,1,458,4.58,258,2,1
17701,23526253,Queens,Ridgewood,40.71164,-73.91879,Private room,15,0,,0,3,1
36490,15528170,Brooklyn,Prospect Heights,40.67737,-73.97159,Private room,8,1,0.15,156,1,1
39682,230584533,Queens,Corona,40.745,-73.85927,Entire home/apt,1,64,9.5,329,3,0
14726,61719199,Manhattan,Flatiron District,40.73955,-73.98568,Entire home/apt,2,4,0.1,0,2,0
34245,134613498,Manhattan,East Village,40.72673,-73.98766,Private room,1,2,0.23,0,2,1
44074,4613096,Manhattan,Lower East Side,40.7208,-73.98959,Private room,3,2,2.0,34,2,1
3005,5243858,Manhattan,Chelsea,40.74314,-73.9957,Entire home/apt,2,144,2.07,263,2,0
6064,3289567,Manhattan,East Village,40.72607,-73.98045,Private room,2,9,0.19,191,2,1
23124,67895564,Brooklyn,Bushwick,40.70373,-73.92848,Entire home/apt,3,3,0.12,0,1,0
6607,6465286,Brooklyn,Williamsburg,40.71217,-73.96367,Private room,2,32,0.55,74,1,1
26573,75563831,Queens,Astoria,40.75811,-73.90954,Private room,4,19,1.64,1,3,1
